name,city,address,lat,lon,category,description
울산북구문화예술회관,울산 북구,울산광역시 북구 산업로 1000,35.5814156,129.3609629,문화시설,
한마음회관,울산 동구,울산광역시 동구 바드래1길 30,35.5172206,129.4272227,문화시설,
울산암각화박물관,울산 울주군,울산광역시 울주군 두동면 반구대안길 254,35.6080023,129.1706288,문화시설,
울산남부도서관,울산 남구,울산광역시 남구 거마로13번길 6,35.535816,129.2951888,문화시설,
울산동부도서관,울산 동구,울산광역시 동구 봉수로 505,35.5282078,129.4250825,문화시설,
충청남도 산림박물관,세종 한솔동,세종특별자치시 금남면 산림박물관길 110,36.4374345,127.2330097,문화시설,
세종문화원,세종 한솔동,세종특별자치시 조치원읍 문화로 17,36.6032717,127.3006263,문화시설,
세종문화예술회관,세종 한솔동,세종특별자치시 조치원읍 문예회관길 22,36.599605,127.28719,문화시설,
세종시립민속박물관,세종 한솔동,세종특별자치시 전의면 금사길 75,36.6087055,127.1703317,문화시설,
국립조세박물관,세종 한솔동,세종특별자치시 국세청로 8-14,36.4851527,127.2603266,문화시설,
국립세종도서관,세종 한솔동,세종특별자치시 다솜3로 48,36.4987002,127.2683932,문화시설,
정부세종컨벤션센터,세종 한솔동,세종특별자치시 다솜3로 66,36.501101,127.269948,문화시설,
연기향토박물관,세종 한솔동,세종특별자치시 연서면 양대길 34-4,36.5955193,127.2078271,문화시설,
김해문화의전당,경남 김해시,경상남도 김해시 김해대로 2060,35.2437142,128.869519,문화시설,
고성탈박물관,경남 고성군,경상남도 고성군 고성읍 율대2길 23,34.9710536,128.3338406,문화시설,
고성공룡박물관,경남 고성군,경상남도 고성군 하이면 자란만로 618,34.9080985,128.1486801,문화시설,
하동야생차박물관,경남 하동군,경상남도 하동군 화개면 쌍계로 571-25,35.2277326,127.6426336,문화시설,
창원역사민속관,경남 창원시,경상남도 창원시 의창구 창이대로397번길 25,35.2451016,128.6810172,문화시설,
진해문화센터,경남 창원시,경상남도 창원시 진해구 진해대로 325,35.1279791,128.7449228,문화시설,
